TIME,CH2,CH2 Peak Detect
2.08E-03,0.03,0.036
2.08E-03,0.028,0.026
2.09E-03,0.03,0.036
2.09E-03,0.032,0.026
2.09E-03,0.03,0.036
2.09E-03,0.028,0.026
2.09E-03,0.03,0.036
2.09E-03,0.03,0.024
2.09E-03,0.03,0.036
2.09E-03,0.028,0.026
2.09E-03,0.03,0.036
2.09E-03,0.032,0.026
2.09E-03,0.026,0.036
2.09E-03,0.032,0.026
2.09E-03,0.03,0.038
2.10E-03,0.03,0.026
2.10E-03,0.032,0.036
2.10E-03,0.032,0.026
2.10E-03,0.032,0.036
2.10E-03,0.03,0.026
2.10E-03,0.032,0.036
2.10E-03,0.032,0.026
2.10E-03,0.032,0.036
2.10E-03,0.032,0.026
2.10E-03,0.03,0.038
2.10E-03,0.03,0.026
2.10E-03,0.03,0.038
2.10E-03,0.03,0.026
2.11E-03,0.03,0.038
2.11E-03,0.032,0.026
2.11E-03,0.034,0.038
2.11E-03,0.032,0.026
2.11E-03,0.032,0.038
2.11E-03,0.032,0.026
2.11E-03,0.032,0.036
2.11E-03,0.03,0.026
2.11E-03,0.03,0.036
2.11E-03,0.032,0.026
2.11E-03,0.03,0.038
2.11E-03,0.032,0.026
2.11E-03,0.032,0.036
2.12E-03,0.03,0.026
2.12E-03,0.032,0.038
2.12E-03,0.032,0.026
2.12E-03,0.03,0.036
2.12E-03,0.028,0.026
2.12E-03,0.03,0.036
2.12E-03,0.032,0.026
2.12E-03,0.032,0.036
2.12E-03,0.03,0.026
2.12E-03,0.032,0.038
2.12E-03,0.034,0.026
2.12E-03,0.032,0.036
2.12E-03,0.03,0.026
2.13E-03,0.03,0.038
2.13E-03,0.026,0.026
2.13E-03,0.028,0.038
2.13E-03,0.03,0.026
2.13E-03,0.03,0.036
2.13E-03,0.03,0.026
2.13E-03,0.03,0.036
2.13E-03,0.032,0.026
2.13E-03,0.032,0.038
2.13E-03,0.032,0.026
2.13E-03,0.03,0.036
2.13E-03,0.032,0.026
2.13E-03,0.03,0.036
2.14E-03,0.03,0.026
2.14E-03,0.028,0.036
2.14E-03,0.028,0.026
2.14E-03,0.028,0.036
2.14E-03,0.03,0.026
2.14E-03,0.03,0.036
2.14E-03,0.028,0.024
2.14E-03,0.03,0.036
2.14E-03,0.03,0.024
2.14E-03,0.03,0.036
2.14E-03,0.032,0.026
2.14E-03,0.028,0.034
2.14E-03,0.026,0.024
2.15E-03,0.028,0.036
2.15E-03,0.028,0.024
2.15E-03,0.028,0.036
2.15E-03,0.028,0.026
2.15E-03,0.03,0.036
2.15E-03,0.03,0.024
2.15E-03,0.028,0.034
2.15E-03,0.028,0.024
2.15E-03,0.028,0.034
2.15E-03,0.026,0.024
2.15E-03,0.026,0.034
2.15E-03,0.028,0.024
2.15E-03,0.028,0.034
2.16E-03,0.03,0.024
2.16E-03,0.028,0.034
2.16E-03,0.028,0.024
2.16E-03,0.028,0.034
2.16E-03,0.026,0.022
2.16E-03,0.024,0.032
2.16E-03,0.026,0.024
2.16E-03,0.026,0.034
2.16E-03,0.028,0.024
2.16E-03,0.03,0.032
2.16E-03,0.026,0.024
2.16E-03,0.028,0.034
2.16E-03,0.024,0.022
2.17E-03,0.026,0.032
2.17E-03,0.024,0.022
2.17E-03,0.028,0.032
2.17E-03,0.028,0.022
2.17E-03,0.026,0.032
2.17E-03,0.028,0.02
2.17E-03,0.028,0.032
2.17E-03,0.024,0.022
2.17E-03,0.026,0.032
2.17E-03,0.024,0.022
2.17E-03,0.026,0.032
2.17E-03,0.024,0.02
2.17E-03,0.026,0.032
2.18E-03,0.024,0.022
2.18E-03,0.022,0.032
2.18E-03,0.026,0.022
2.18E-03,0.028,0.03
2.18E-03,0.024,0.02
2.18E-03,0.024,0.032
2.18E-03,0.022,0.02
2.18E-03,0.026,0.03
2.18E-03,0.024,0.02
2.18E-03,0.026,0.03
2.18E-03,0.024,0.02
2.18E-03,0.026,0.03
2.18E-03,0.022,0.018
2.19E-03,0.022,0.03
2.19E-03,0.022,0.018
2.19E-03,0.024,0.03
2.19E-03,0.022,0.02
2.19E-03,0.024,0.028
2.19E-03,0.022,0.018
2.19E-03,0.022,0.028
2.19E-03,0.022,0.018
2.19E-03,0.022,0.028
2.19E-03,0.022,0.016
2.19E-03,0.022,0.028
2.19E-03,0.022,0.018
2.19E-03,0.022,0.028
2.20E-03,0.022,0.018
2.20E-03,0.024,0.026
2.20E-03,0.018,0.016
2.20E-03,0.022,0.026
2.20E-03,0.02,0.016
2.20E-03,0.018,0.026
2.20E-03,0.018,0.016
2.20E-03,0.02,0.026
2.20E-03,0.02,0.016
2.20E-03,0.022,0.026
2.20E-03,0.018,0.016
2.20E-03,0.018,0.026
2.20E-03,0.018,0.016
2.21E-03,0.018,0.026
2.21E-03,0.02,0.016
2.21E-03,0.02,0.026
2.21E-03,0.018,0.014
2.21E-03,0.02,0.024
2.21E-03,0.018,0.014
2.21E-03,0.018,0.024
2.21E-03,0.018,0.014
2.21E-03,0.018,0.024
2.21E-03,0.016,0.014
2.21E-03,0.018,0.024
2.21E-03,0.018,0.014
2.21E-03,0.02,0.024
2.22E-03,0.016,0.014
2.22E-03,0.018,0.024
2.22E-03,0.014,0.012
2.22E-03,0.016,0.024
2.22E-03,0.016,0.012
2.22E-03,0.016,0.022
2.22E-03,0.018,0.012
2.22E-03,0.018,0.022
2.22E-03,0.016,0.012
2.22E-03,0.016,0.02
2.22E-03,0.016,0.012
2.22E-03,0.016,0.022
2.22E-03,0.014,0.008
2.23E-03,0.016,0.022
2.23E-03,0.014,0.01
2.23E-03,0.016,0.02
2.23E-03,0.016,0.01
2.23E-03,0.016,0.02
2.23E-03,0.012,0.01
2.23E-03,0.014,0.02
2.23E-03,0.012,0.01
2.23E-03,0.014,0.02
2.23E-03,0.012,0.01
2.23E-03,0.014,0.018
2.23E-03,0.014,0.01
2.23E-03,0.014,0.018
2.24E-03,0.012,0.008
2.24E-03,0.012,0.018
2.24E-03,0.014,0.008
2.24E-03,0.012,0.018
2.24E-03,0.012,0.008
2.24E-03,0.012,0.018
2.24E-03,0.012,0.008
2.24E-03,0.01,0.018
2.24E-03,0.012,0.008
2.24E-03,0.01,0.018
2.24E-03,0.008,0.006
2.24E-03,0.01,0.016
2.24E-03,0.012,0.006
2.25E-03,0.012,0.016
2.25E-03,0.01,0.006
2.25E-03,0.012,0.016
2.25E-03,0.012,0.006
2.25E-03,0.01,0.016
2.25E-03,0.008,0.006
2.25E-03,0.008,0.014
2.25E-03,0.008,0.004
2.25E-03,0.008,0.014
2.25E-03,0.008,0.004
2.25E-03,0.008,0.014
2.25E-03,0.008,0.004
2.25E-03,0.01,0.014
2.26E-03,0.006,0.004
2.26E-03,0.008,0.012
2.26E-03,0.006,0.002
2.26E-03,0.01,0.012
2.26E-03,0.006,0.002
2.26E-03,0.008,0.012
2.26E-03,0.008,0.002
2.26E-03,0.006,0.012
2.26E-03,0.004,0.002
2.26E-03,0.006,0.012
2.26E-03,0.006,-4.47E-11
2.26E-03,0.006,0.012
2.26E-03,0.004,0.002
2.27E-03,0.006,0.012
2.27E-03,0.006,-4.47E-11
2.27E-03,0.008,0.01
2.27E-03,0.004,-4.47E-11
2.27E-03,0.004,0.01
2.27E-03,0.004,-4.47E-11
2.27E-03,0.002,0.01
2.27E-03,0.004,-4.47E-11
2.27E-03,0.004,0.008
2.27E-03,-4.47E-11,-0.002
2.27E-03,0.002,0.01
2.27E-03,0.002,-4.47E-11
2.27E-03,0.004,0.008
2.28E-03,0.002,-0.002
2.28E-03,0.006,0.008
2.28E-03,0.004,-0.002
2.28E-03,0.002,0.006
2.28E-03,0.004,-0.002
2.28E-03,0.002,0.008
2.28E-03,-4.47E-11,-0.002
2.28E-03,0.002,0.006
2.28E-03,0.002,-0.002
2.28E-03,0.002,0.008
2.28E-03,-4.47E-11,-0.002
2.28E-03,-4.47E-11,0.006
2.28E-03,-4.47E-11,-0.004
2.29E-03,0.002,0.006
2.29E-03,-4.47E-11,-0.004
2.29E-03,-0.002,0.006
2.29E-03,0.002,-0.004
2.29E-03,-4.47E-11,0.006
2.29E-03,-0.004,-0.006
2.29E-03,-4.47E-11,0.004
2.29E-03,-0.002,-0.006
2.29E-03,-0.002,0.004
2.29E-03,-4.47E-11,-0.006
2.29E-03,-4.47E-11,0.004
2.29E-03,-0.002,-0.006
2.29E-03,-0.002,0.004
2.29E-03,-0.002,-0.006
2.30E-03,-0.002,0.002
2.30E-03,-0.006,-0.008
2.30E-03,-0.004,0.002
2.30E-03,-0.004,-0.008
2.30E-03,-0.004,0.002
2.30E-03,-0.004,-0.008
2.30E-03,-0.002,0.002
2.30E-03,-0.004,-0.008
2.30E-03,-0.004,-4.47E-11
2.30E-03,-0.002,-0.008
2.30E-03,-0.002,0.002
2.30E-03,-0.008,-0.008
2.30E-03,-0.004,0.002
2.31E-03,-0.006,-0.008
2.31E-03,-0.006,-4.47E-11
2.31E-03,-0.004,-0.01
2.31E-03,-0.004,-4.47E-11
2.31E-03,-0.002,-0.01
2.31E-03,-0.004,-4.47E-11
2.31E-03,-0.006,-0.01
2.31E-03,-0.008,-4.47E-11
2.31E-03,-0.008,-0.01
2.31E-03,-0.006,-0.002
2.31E-03,-0.006,-0.01
2.31E-03,-0.008,-4.47E-11
2.31E-03,-0.004,-0.012
2.32E-03,-0.006,-0.002
2.32E-03,-0.006,-0.012
2.32E-03,-0.006,-0.002
2.32E-03,-0.006,-0.012
2.32E-03,-0.008,-0.004
2.32E-03,-0.008,-0.012
2.32E-03,-0.006,-0.002
2.32E-03,-0.008,-0.012
2.32E-03,-0.006,-4.47E-11
2.32E-03,-0.008,-0.014
2.32E-03,-0.008,-0.002
2.32E-03,-0.006,-0.014
2.32E-03,-0.01,-0.002
2.33E-03,-0.008,-0.014
2.33E-03,-0.012,-0.004
2.33E-03,-0.01,-0.012
2.33E-03,-0.01,-0.004
2.33E-03,-0.01,-0.014
2.33E-03,-0.01,-0.004
2.33E-03,-0.008,-0.014
2.33E-03,-0.01,-0.004
2.33E-03,-0.008,-0.014
2.33E-03,-0.008,-0.004
2.33E-03,-0.012,-0.014
2.33E-03,-0.012,-0.006
2.33E-03,-0.012,-0.016
2.34E-03,-0.012,-0.006
2.34E-03,-0.01,-0.016
2.34E-03,-0.012,-0.006
2.34E-03,-0.01,-0.016
2.34E-03,-0.01,-0.006
2.34E-03,-0.012,-0.016
2.34E-03,-0.01,-0.008
2.34E-03,-0.012,-0.016
2.34E-03,-0.012,-0.006
2.34E-03,-0.012,-0.016
2.34E-03,-0.012,-0.008
2.34E-03,-0.012,-0.016
2.34E-03,-0.014,-0.008
2.35E-03,-0.014,-0.018
2.35E-03,-0.012,-0.006
2.35E-03,-0.014,-0.018
2.35E-03,-0.014,-0.008
2.35E-03,-0.012,-0.016
2.35E-03,-0.014,-0.008
2.35E-03,-0.012,-0.016
2.35E-03,-0.012,-0.008
2.35E-03,-0.012,-0.018
2.35E-03,-0.014,-0.008
2.35E-03,-0.012,-0.018
2.35E-03,-0.014,-0.008
2.35E-03,-0.014,-0.02
2.36E-03,-0.018,-0.01
2.36E-03,-0.016,-0.018
2.36E-03,-0.016,-0.01
2.36E-03,-0.014,-0.02
2.36E-03,-0.014,-0.01
2.36E-03,-0.014,-0.02
2.36E-03,-0.012,-0.008
2.36E-03,-0.014,-0.02
2.36E-03,-0.016,-0.01
2.36E-03,-0.014,-0.02
2.36E-03,-0.016,-0.01
2.36E-03,-0.014,-0.02
2.36E-03,-0.016,-0.008
2.37E-03,-0.018,-0.02
2.37E-03,-0.014,-0.01
2.37E-03,-0.018,-0.02
2.37E-03,-0.02,-0.01
2.37E-03,-0.016,-0.022
2.37E-03,-0.016,-0.01
2.37E-03,-0.016,-0.022
2.37E-03,-0.016,-0.01
2.37E-03,-0.016,-0.022
2.37E-03,-0.016,-0.012
2.37E-03,-0.016,-0.02
2.37E-03,-0.018,-0.012
2.37E-03,-0.016,-0.02
2.38E-03,-0.018,-0.012
2.38E-03,-0.016,-0.022
2.38E-03,-0.016,-0.012
2.38E-03,-0.016,-0.024
2.38E-03,-0.018,-0.012
2.38E-03,-0.018,-0.022
2.38E-03,-0.018,-0.012
2.38E-03,-0.016,-0.022
2.38E-03,-0.018,-0.012
2.38E-03,-0.018,-0.022
2.38E-03,-0.018,-0.012
2.38E-03,-0.018,-0.024
2.38E-03,-0.018,-0.014
2.39E-03,-0.016,-0.022
2.39E-03,-0.02,-0.014
2.39E-03,-0.02,-0.022
2.39E-03,-0.02,-0.014
2.39E-03,-0.02,-0.022
2.39E-03,-0.02,-0.014
2.39E-03,-0.018,-0.022
2.39E-03,-0.018,-0.014
2.39E-03,-0.016,-0.024
2.39E-03,-0.02,-0.014
2.39E-03,-0.02,-0.022
2.39E-03,-0.016,-0.014
2.39E-03,-0.02,-0.024
2.40E-03,-0.022,-0.014
2.40E-03,-0.022,-0.022
2.40E-03,-0.02,-0.014
2.40E-03,-0.022,-0.024
2.40E-03,-0.02,-0.014
2.40E-03,-0.018,-0.024
2.40E-03,-0.018,-0.014
2.40E-03,-0.018,-0.024
2.40E-03,-0.02,-0.016
2.40E-03,-0.02,-0.024
2.40E-03,-0.022,-0.014
2.40E-03,-0.02,-0.024
2.40E-03,-0.022,-0.014
2.41E-03,-0.02,-0.024
2.41E-03,-0.02,-0.014
2.41E-03,-0.022,-0.024
2.41E-03,-0.02,-0.014
2.41E-03,-0.02,-0.024
2.41E-03,-0.022,-0.016
2.41E-03,-0.018,-0.024
2.41E-03,-0.02,-0.016
2.41E-03,-0.02,-0.024
2.41E-03,-0.02,-0.014
2.41E-03,-0.02,-0.024
2.41E-03,-0.02,-0.014
2.41E-03,-0.02,-0.026
2.42E-03,-0.022,-0.016
2.42E-03,-0.02,-0.026
2.42E-03,-0.02,-0.016
2.42E-03,-0.022,-0.024
2.42E-03,-0.02,-0.016
2.42E-03,-0.022,-0.024
2.42E-03,-0.022,-0.016
2.42E-03,-0.018,-0.024
2.42E-03,-0.022,-0.016
2.42E-03,-0.02,-0.026
2.42E-03,-0.018,-0.016
2.42E-03,-0.02,-0.026
2.42E-03,-0.02,-0.016
2.43E-03,-0.02,-0.026
2.43E-03,-0.022,-0.016
2.43E-03,-0.022,-0.026
2.43E-03,-0.022,-0.016
2.43E-03,-0.022,-0.026
2.43E-03,-0.022,-0.016
2.43E-03,-0.02,-0.024
2.43E-03,-0.02,-0.016
2.43E-03,-0.02,-0.024
2.43E-03,-0.022,-0.016
2.43E-03,-0.02,-0.024
2.43E-03,-0.022,-0.016
2.43E-03,-0.02,-0.024
2.44E-03,-0.022,-0.016
2.44E-03,-0.022,-0.024
2.44E-03,-0.022,-0.016
2.44E-03,-0.02,-0.026
2.44E-03,-0.02,-0.016
2.44E-03,-0.02,-0.026
2.44E-03,-0.022,-0.016
2.44E-03,-0.022,-0.024
2.44E-03,-0.022,-0.016
2.44E-03,-0.022,-0.024
2.44E-03,-0.022,-0.016
2.44E-03,-0.02,-0.026
2.44E-03,-0.02,-0.016
2.45E-03,-0.02,-0.024
2.45E-03,-0.022,-0.016
2.45E-03,-0.02,-0.024
2.45E-03,-0.022,-0.016
2.45E-03,-0.022,-0.026
2.45E-03,-0.02,-0.016
2.45E-03,-0.018,-0.024
2.45E-03,-0.018,-0.016
2.45E-03,-0.02,-0.024
2.45E-03,-0.022,-0.016
2.45E-03,-0.02,-0.024
2.45E-03,-0.022,-0.016
2.45E-03,-0.02,-0.024
2.46E-03,-0.016,-0.016
2.46E-03,-0.02,-0.024
2.46E-03,-0.018,-0.016
2.46E-03,-0.022,-0.024
2.46E-03,-0.02,-0.016
2.46E-03,-0.022,-0.024
2.46E-03,-0.022,-0.016
2.46E-03,-0.02,-0.024
2.46E-03,-0.018,-0.016
2.46E-03,-0.02,-0.026
2.46E-03,-0.02,-0.016
2.46E-03,-0.022,-0.024
2.46E-03,-0.022,-0.014
2.47E-03,-0.022,-0.024
2.47E-03,-0.02,-0.014
2.47E-03,-0.02,-0.024
2.47E-03,-0.014,-0.014
2.47E-03,-0.02,-0.024
2.47E-03,-0.02,-0.014
2.47E-03,-0.02,-0.022
2.47E-03,-0.02,-0.014
2.47E-03,-0.02,-0.024
2.47E-03,-0.02,-0.014
2.47E-03,-0.02,-0.024
2.47E-03,-0.02,-0.014
2.47E-03,-0.02,-0.024
2.48E-03,-0.018,-0.014
2.48E-03,-0.018,-0.022
2.48E-03,-0.018,-0.014
2.48E-03,-0.016,-0.022
2.48E-03,-0.02,-0.014
2.48E-03,-0.018,-0.024
2.48E-03,-0.02,-0.014
2.48E-03,-0.02,-0.022
2.48E-03,-0.016,-0.014
2.48E-03,-0.02,-0.022
2.48E-03,-0.018,-0.014
2.48E-03,-0.018,-0.022
2.48E-03,-0.018,-0.014
2.49E-03,-0.018,-0.022
2.49E-03,-0.018,-0.012
2.49E-03,-0.018,-0.022
2.49E-03,-0.018,-0.012
2.49E-03,-0.02,-0.022
2.49E-03,-0.018,-0.012
2.49E-03,-0.018,-0.022
2.49E-03,-0.016,-0.014
2.49E-03,-0.018,-0.022
2.49E-03,-0.014,-0.012
2.49E-03,-0.016,-0.02
2.49E-03,-0.016,-0.012
2.49E-03,-0.018,-0.022
2.50E-03,-0.02,-0.012
2.50E-03,-0.02,-0.02
2.50E-03,-0.016,-0.012
2.50E-03,-0.018,-0.02
2.50E-03,-0.014,-0.012
2.50E-03,-0.016,-0.022
2.50E-03,-0.016,-0.012
2.50E-03,-0.016,-0.022
2.50E-03,-0.016,-0.01
2.50E-03,-0.018,-0.02
2.50E-03,-0.016,-0.01
2.50E-03,-0.018,-0.02
2.50E-03,-0.016,-0.012
2.51E-03,-0.016,-0.02
2.51E-03,-0.016,-0.01
2.51E-03,-0.018,-0.02
2.51E-03,-0.014,-0.01
2.51E-03,-0.018,-0.02
2.51E-03,-0.018,-0.01
2.51E-03,-0.018,-0.02
2.51E-03,-0.016,-0.01
2.51E-03,-0.012,-0.02
2.51E-03,-0.014,-0.01
2.51E-03,-0.014,-0.018
2.51E-03,-0.012,-0.01
2.51E-03,-0.016,-0.02
2.52E-03,-0.016,-0.01
2.52E-03,-0.016,-0.02
2.52E-03,-0.014,-0.01
2.52E-03,-0.016,-0.018
2.52E-03,-0.014,-0.01
2.52E-03,-0.016,-0.018
2.52E-03,-0.014,-0.01
2.52E-03,-0.014,-0.018
2.52E-03,-0.014,-0.008
2.52E-03,-0.014,-0.016
2.52E-03,-0.014,-0.008
2.52E-03,-0.014,-0.016
2.52E-03,-0.014,-0.008
2.53E-03,-0.016,-0.018
2.53E-03,-0.012,-0.008
2.53E-03,-0.012,-0.016
2.53E-03,-0.014,-0.008
2.53E-03,-0.014,-0.016
2.53E-03,-0.014,-0.008
2.53E-03,-0.012,-0.016
2.53E-03,-0.01,-0.008
2.53E-03,-0.012,-0.016
2.53E-03,-0.012,-0.006
2.53E-03,-0.014,-0.018
2.53E-03,-0.01,-0.006
2.53E-03,-0.012,-0.016
2.54E-03,-0.012,-0.006
2.54E-03,-0.012,-0.016
2.54E-03,-0.012,-0.006
2.54E-03,-0.01,-0.016
2.54E-03,-0.012,-0.006
2.54E-03,-0.012,-0.016
2.54E-03,-0.012,-0.006
2.54E-03,-0.01,-0.014
2.54E-03,-0.01,-0.006
2.54E-03,-0.012,-0.014
2.54E-03,-0.01,-0.004
2.54E-03,-0.012,-0.014
2.54E-03,-0.01,-0.004
2.55E-03,-0.01,-0.014
2.55E-03,-0.012,-0.004
2.55E-03,-0.01,-0.014
2.55E-03,-0.01,-0.004
2.55E-03,-0.01,-0.014
2.55E-03,-0.006,-0.004
2.55E-03,-0.008,-0.012
2.55E-03,-0.008,-0.004
2.55E-03,-0.008,-0.012
2.55E-03,-0.008,-0.004
2.55E-03,-0.01,-0.012
2.55E-03,-0.006,-0.004
2.55E-03,-0.008,-0.012
2.56E-03,-0.008,-0.004
2.56E-03,-0.01,-0.012
2.56E-03,-0.006,-0.004
2.56E-03,-0.01,-0.012
2.56E-03,-0.008,-0.002
2.56E-03,-0.008,-0.012
2.56E-03,-0.006,-0.002
2.56E-03,-0.008,-0.012
2.56E-03,-0.006,-0.002
2.56E-03,-0.006,-0.012
2.56E-03,-0.004,-0.002
2.56E-03,-0.008,-0.01
2.56E-03,-0.008,-4.47E-11
2.57E-03,-0.006,-0.01
2.57E-03,-0.006,-4.47E-11
2.57E-03,-0.008,-0.01
2.57E-03,-0.004,-0.002
2.57E-03,-0.006,-0.01
2.57E-03,-0.006,-4.47E-11
2.57E-03,-0.006,-0.01
2.57E-03,-0.004,-4.47E-11
2.57E-03,-0.004,-0.01
2.57E-03,-0.004,-4.47E-11
2.57E-03,-0.006,-0.01
2.57E-03,-0.006,-4.47E-11
2.57E-03,-0.006,-0.008
2.58E-03,-0.006,-4.47E-11
2.58E-03,-0.006,-0.008
2.58E-03,-0.002,0.002
2.58E-03,-0.004,-0.008
2.58E-03,-0.002,0.002
2.58E-03,-0.004,-0.008
2.58E-03,-0.004,0.002
2.58E-03,-0.002,-0.008
2.58E-03,-0.002,0.002
2.58E-03,-0.004,-0.008
2.58E-03,-0.002,0.004
2.58E-03,-0.002,-0.006
2.58E-03,-0.004,0.004
2.59E-03,-0.002,-0.006
2.59E-03,-4.47E-11,0.004
2.59E-03,-0.002,-0.006
2.59E-03,-0.002,0.004
2.59E-03,-0.002,-0.006
2.59E-03,-0.004,0.002
2.59E-03,-0.002,-0.006
2.59E-03,-0.002,0.004
2.59E-03,-0.002,-0.006
2.59E-03,-0.002,0.006
2.59E-03,-0.002,-0.006
2.59E-03,-0.002,0.004
2.59E-03,-0.002,-0.006
2.60E-03,-4.47E-11,0.004
2.60E-03,-4.47E-11,-0.004
2.60E-03,-4.47E-11,0.004
2.60E-03,-0.002,-0.004
2.60E-03,-4.47E-11,0.006
2.60E-03,-0.002,-0.004
2.60E-03,-4.47E-11,0.006
2.60E-03,-4.47E-11,-0.004
2.60E-03,0.002,0.006
2.60E-03,-4.47E-11,-0.004
2.60E-03,0.002,0.006
2.60E-03,0.002,-0.004
2.60E-03,-4.47E-11,0.006
2.61E-03,0.002,-0.002
2.61E-03,0.002,0.006
2.61E-03,0.002,-0.002
2.61E-03,-4.47E-11,0.006
2.61E-03,-4.47E-11,-0.002
2.61E-03,0.004,0.008
2.61E-03,-4.47E-11,-0.002
2.61E-03,0.002,0.008
2.61E-03,0.002,-0.002
2.61E-03,-4.47E-11,0.008
2.61E-03,0.002,-0.002
2.61E-03,0.004,0.008
2.61E-03,0.004,-0.002
2.62E-03,0.002,0.008
2.62E-03,0.004,-0.002
2.62E-03,0.004,0.01
2.62E-03,0.004,-0.002
2.62E-03,0.002,0.008
2.62E-03,0.004,-0.002
2.62E-03,0.002,0.01
2.62E-03,0.004,-4.47E-11
2.62E-03,0.004,0.01
2.62E-03,0.006,-4.47E-11
2.62E-03,0.006,0.01
2.62E-03,0.006,-4.47E-11
2.62E-03,0.004,0.01
2.63E-03,0.004,-4.47E-11
2.63E-03,0.006,0.01
2.63E-03,0.002,-4.47E-11
2.63E-03,0.006,0.01
2.63E-03,0.006,0.002
2.63E-03,0.006,0.01
2.63E-03,0.006,0.002
2.63E-03,0.004,0.012
2.63E-03,0.008,-4.47E-11
2.63E-03,0.008,0.012
2.63E-03,0.006,0.002
2.63E-03,0.004,0.012
2.63E-03,0.006,0.002
2.64E-03,0.004,0.012
2.64E-03,0.006,0.004
2.64E-03,0.006,0.012
2.64E-03,0.008,0.002
2.64E-03,0.008,0.012
2.64E-03,0.008,0.004
2.64E-03,0.006,0.012
2.64E-03,0.008,0.002
2.64E-03,0.006,0.014
2.64E-03,0.006,0.004
2.64E-03,0.008,0.012
2.64E-03,0.008,0.004
2.64E-03,0.008,0.014
2.65E-03,0.006,0.004
2.65E-03,0.006,0.014
2.65E-03,0.006,0.004
2.65E-03,0.008,0.014
2.65E-03,0.012,0.004
2.65E-03,0.008,0.014
2.65E-03,0.01,0.004
2.65E-03,0.008,0.014
2.65E-03,0.008,0.006
2.65E-03,0.006,0.014
2.65E-03,0.008,0.006
2.65E-03,0.008,0.016
2.65E-03,0.01,0.006
2.66E-03,0.008,0.016
2.66E-03,0.01,0.006
2.66E-03,0.008,0.014
2.66E-03,0.01,0.006
2.66E-03,0.008,0.016
2.66E-03,0.01,0.006
2.66E-03,0.012,0.016
2.66E-03,0.012,0.006
2.66E-03,0.012,0.016
2.66E-03,0.012,0.006
2.66E-03,0.01,0.016
2.66E-03,0.012,0.008
2.66E-03,0.012,0.016
2.67E-03,0.01,0.008
2.67E-03,0.01,0.018
2.67E-03,0.012,0.006
2.67E-03,0.012,0.016
2.67E-03,0.01,0.008
2.67E-03,0.01,0.018
2.67E-03,0.012,0.008
2.67E-03,0.01,0.016
2.67E-03,0.012,0.008
2.67E-03,0.012,0.018
2.67E-03,0.014,0.008
2.67E-03,0.014,0.018
2.67E-03,0.012,0.008
2.68E-03,0.012,0.016
2.68E-03,0.014,0.008
2.68E-03,0.01,0.018
2.68E-03,0.012,0.008
2.68E-03,0.012,0.018
2.68E-03,0.014,0.008
2.68E-03,0.012,0.018
2.68E-03,0.012,0.008
2.68E-03,0.012,0.018
2.68E-03,0.014,0.01
2.68E-03,0.012,0.02
2.68E-03,0.012,0.008
2.68E-03,0.014,0.018
2.69E-03,0.016,0.01
2.69E-03,0.014,0.02
2.69E-03,0.014,0.008
2.69E-03,0.016,0.02
2.69E-03,0.012,0.01
2.69E-03,0.016,0.018
2.69E-03,0.014,0.01
2.69E-03,0.014,0.02
2.69E-03,0.014,0.01
2.69E-03,0.014,0.02
2.69E-03,0.012,0.01
2.69E-03,0.014,0.02
2.69E-03,0.016,0.008
2.70E-03,0.014,0.02
2.70E-03,0.016,0.01
2.70E-03,0.014,0.02
2.70E-03,0.016,0.012
2.70E-03,0.016,0.02
2.70E-03,0.016,0.01
2.70E-03,0.014,0.02
2.70E-03,0.018,0.01
2.70E-03,0.016,0.02
2.70E-03,0.016,0.01
2.70E-03,0.014,0.022
2.70E-03,0.014,0.012
2.70E-03,0.014,0.022
2.71E-03,0.016,0.012
2.71E-03,0.016,0.02
2.71E-03,0.016,0.012
2.71E-03,0.016,0.02
2.71E-03,0.014,0.012
2.71E-03,0.014,0.022
2.71E-03,0.016,0.012
2.71E-03,0.016,0.022
2.71E-03,0.016,0.012
2.71E-03,0.016,0.022
2.71E-03,0.014,0.012
2.71E-03,0.016,0.022
2.71E-03,0.016,0.012
2.72E-03,0.016,0.022
2.72E-03,0.018,0.012
2.72E-03,0.016,0.022
2.72E-03,0.018,0.012
2.72E-03,0.014,0.022
2.72E-03,0.016,0.012
2.72E-03,0.016,0.022
2.72E-03,0.016,0.012
2.72E-03,0.014,0.022
2.72E-03,0.016,0.014
2.72E-03,0.016,0.022
2.72E-03,0.016,0.012
2.72E-03,0.018,0.022
2.73E-03,0.018,0.014
2.73E-03,0.018,0.022
2.73E-03,0.018,0.014
2.73E-03,0.018,0.022
2.73E-03,0.018,0.012
2.73E-03,0.018,0.022
2.73E-03,0.014,0.014
2.73E-03,0.016,0.022
2.73E-03,0.016,0.012
2.73E-03,0.016,0.022
2.73E-03,0.016,0.014
2.73E-03,0.016,0.022
2.73E-03,0.02,0.014
2.74E-03,0.018,0.024
2.74E-03,0.018,0.014
2.74E-03,0.016,0.024
2.74E-03,0.018,0.014
2.74E-03,0.018,0.024
2.74E-03,0.02,0.014
2.74E-03,0.016,0.024
2.74E-03,0.018,0.014
2.74E-03,0.016,0.022
2.74E-03,0.016,0.014
2.74E-03,0.018,0.024
2.74E-03,0.016,0.012
2.74E-03,0.018,0.024
2.75E-03,0.018,0.014
2.75E-03,0.018,0.024
2.75E-03,0.018,0.014
2.75E-03,0.018,0.022
2.75E-03,0.018,0.014
