TIME,CH1,CH2
2.57E+00,0.04,0.2
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.57E+00,0.04,0.2
2.57E+00,0.12,0.2
2.57E+00,0.04,0.2
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.57E+00,0.12,0.12
2.57E+00,0.12,0.2
2.57E+00,0.04,0.12
2.57E+00,0.12,0.2
2.57E+00,0.12,0.2
2.57E+00,0.04,0.2
2.57E+00,0.04,0.2
2.57E+00,0.12,0.2
2.57E+00,0.04,0.12
2.57E+00,0.12,0.2
2.57E+00,0.04,0.2
2.57E+00,0.12,0.12
2.57E+00,0.12,0.12
2.57E+00,0.04,0.12
2.57E+00,0.12,0.2
2.57E+00,0.04,0.2
2.57E+00,0.04,0.2
2.57E+00,0.04,0.2
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.57E+00,0.04,0.2
2.57E+00,0.12,0.2
2.57E+00,0.04,0.28
2.57E+00,0.12,0.2
2.57E+00,0.12,0.12
2.57E+00,0.12,0.2
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.57E+00,0.04,0.2
2.57E+00,0.04,0.2
2.57E+00,0.12,0.12
2.57E+00,0.04,0.2
2.57E+00,0.12,0.12
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.57E+00,0.04,0.12
2.57E+00,0.12,0.2
2.57E+00,0.04,0.2
2.57E+00,0.12,0.12
2.57E+00,0.04,0.2
2.57E+00,0.12,0.2
2.57E+00,0.12,0.12
2.57E+00,0.04,0.2
2.57E+00,0.04,0.12
2.57E+00,0.12,0.2
2.57E+00,0.04,0.2
2.57E+00,0.12,0.12
2.57E+00,0.04,0.2
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.57E+00,0.12,0.12
2.57E+00,0.04,0.12
2.57E+00,0.04,0.12
2.57E+00,0.12,0.2
2.57E+00,0.04,0.2
2.57E+00,0.04,0.12
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.57E+00,0.12,0.12
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.57E+00,0.04,0.12
2.57E+00,0.04,0.12
2.57E+00,0.04,0.12
2.57E+00,0.04,0.2
2.58E+00,0.12,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.12,0.12
2.58E+00,0.04,0.12
2.58E+00,0.12,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.12,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.12,0.12
2.58E+00,0.04,0.2
2.58E+00,0.12,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.12,0.2
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.12,0.12
2.58E+00,0.12,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.2
2.58E+00,0.12,0.2
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.12
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.12
2.58E+00,0.12,0.12
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.12,0.12
2.58E+00,0.04,0.12
2.58E+00,0.12,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.12,0.2
2.58E+00,0.12,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.2
2.58E+00,0.12,0.2
2.58E+00,0.12,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.12,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.12,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.12,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.12,0.2
2.58E+00,0.12,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.12,0.2
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.12,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.2
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.58E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.12
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.12,0.12
2.59E+00,0.12,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.2
2.59E+00,0.12,0.12
2.59E+00,0.12,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.59E+00,0.12,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.2
2.59E+00,0.12,0.12
2.59E+00,0.04,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.59E+00,0.12,0.12
2.59E+00,0.04,0.2
2.59E+00,0.12,0.2
2.59E+00,0.12,0.2
2.59E+00,0.12,0.2
2.59E+00,0.12,0.12
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.12,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.12,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.12
2.59E+00,0.12,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.12
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.12
2.59E+00,0.04,0.2
2.59E+00,0.12,0.12
2.59E+00,0.12,0.2
2.59E+00,0.12,0.12
2.59E+00,0.12,0.12
2.59E+00,0.12,0.12
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.12
2.59E+00,0.12,0.12
2.59E+00,0.04,0.2
2.59E+00,0.04,0.12
2.59E+00,0.04,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.12
2.59E+00,0.12,0.12
2.59E+00,0.04,0.12
2.59E+00,0.04,0.12
2.59E+00,0.12,0.12
2.59E+00,0.12,0.12
2.59E+00,0.04,0.12
2.59E+00,0.12,0.2
2.59E+00,0.12,0.2
2.59E+00,0.04,0.2
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.12,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.12,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.12,0.12
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.12,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.2
2.60E+00,0.04,0.2
2.60E+00,0.12,0.12
2.60E+00,0.12,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.2
2.60E+00,0.12,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.12,0.12
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.2
2.60E+00,0.04,0.2
2.60E+00,0.12,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.12,0.12
2.60E+00,0.12,0.2
2.60E+00,0.12,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.12,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.12,0.12
2.60E+00,0.12,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.04,0.12
2.60E+00,0.12,0.2
2.60E+00,0.12,0.2
2.60E+00,0.04,0.2
2.60E+00,0.04,0.2
2.60E+00,0.12,0.2
2.60E+00,0.12,0.12
2.60E+00,0.04,0.2
2.60E+00,0.12,0.12
2.60E+00,0.04,0.12
2.60E+00,0.12,0.12
2.60E+00,0.04,0.2
2.60E+00,0.04,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.12,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.12,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.12,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.12,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.12,0.2
2.61E+00,0.12,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.12,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.12,0.2
2.61E+00,0.12,0.12
2.61E+00,0.04,0.12
2.61E+00,0.12,0.2
2.61E+00,0.04,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.2
2.61E+00,0.12,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.12,0.2
2.61E+00,0.12,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.12,0.12
2.61E+00,0.12,0.12
2.61E+00,0.12,0.2
2.61E+00,0.04,0.12
2.61E+00,0.12,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.12,0.12
2.61E+00,0.12,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.12,0.12
2.61E+00,0.12,0.2
2.61E+00,0.12,0.2
2.61E+00,0.12,0.2
2.61E+00,0.04,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.04,0.2
2.61E+00,0.04,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.12
2.61E+00,0.04,0.2
2.61E+00,0.12,0.12
2.61E+00,0.12,0.12
2.61E+00,0.04,0.2
2.61E+00,0.04,0.2
2.61E+00,0.12,0.2
2.61E+00,0.12,0.2
2.61E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.12,0.12
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.62E+00,0.12,0.12
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.12,0.12
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.12
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.62E+00,0.12,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.12
2.62E+00,0.04,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.62E+00,0.04,0.2
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.62E+00,0.04,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.12
2.62E+00,0.04,0.12
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.12,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.04,0.12
2.62E+00,0.12,0.12
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.04,0.2
2.62E+00,0.12,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.62E+00,0.04,0.12
2.62E+00,0.04,0.12
2.62E+00,0.12,0.2
2.62E+00,0.12,0.2
2.62E+00,0.12,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.12
2.63E+00,0.12,0.12
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.12,0.12
2.63E+00,0.12,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.2
2.63E+00,0.12,0.12
2.63E+00,0.12,0.2
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.12,0.2
2.63E+00,0.12,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.12,0.12
2.63E+00,0.04,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.12,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.2
2.63E+00,0.12,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.12
2.63E+00,0.12,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.2
2.63E+00,0.12,0.2
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.12,0.2
2.63E+00,0.12,0.2
2.63E+00,0.12,0.2
2.63E+00,0.04,0.2
2.63E+00,0.12,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.12
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.63E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.12,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.12,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.12,0.2
2.64E+00,0.04,0.12
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.12,0.2
2.64E+00,0.12,0.12
2.64E+00,0.04,0.12
2.64E+00,0.12,0.2
2.64E+00,0.04,0.12
2.64E+00,0.12,0.12
2.64E+00,0.12,0.12
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.12,0.2
2.64E+00,0.12,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.12,0.2
2.64E+00,0.12,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.12,0.2
2.64E+00,0.12,0.12
2.64E+00,0.12,0.2
2.64E+00,0.12,0.2
2.64E+00,0.12,0.12
2.64E+00,0.12,0.2
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.12
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.12,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.12,0.12
2.64E+00,0.12,0.12
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.12,0.12
2.64E+00,0.04,0.12
2.64E+00,0.04,0.2
2.64E+00,0.12,0.2
2.64E+00,0.04,0.2
2.64E+00,0.04,0.12
