TIME,CH1,CH2
2.08E+00,0.12,0.2
2.08E+00,0.04,0.2
2.08E+00,0.12,0.2
2.08E+00,0.04,0.2
2.08E+00,0.12,0.2
2.08E+00,0.04,0.2
2.08E+00,0.12,0.12
2.08E+00,0.12,0.12
2.08E+00,0.04,0.2
2.08E+00,0.12,0.2
2.08E+00,0.12,0.12
2.08E+00,0.04,0.2
2.08E+00,0.04,0.12
2.09E+00,0.12,0.12
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.12,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.12,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.12,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.12
2.09E+00,0.04,0.2
2.09E+00,0.04,0.12
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.12,0.12
2.09E+00,0.04,0.2
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.12,0.12
2.09E+00,0.12,0.12
2.09E+00,0.04,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.12,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.12
2.09E+00,0.12,0.12
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.12
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.09E+00,0.12,0.2
2.09E+00,0.04,0.12
2.09E+00,0.12,0.12
2.09E+00,0.04,0.12
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.04,0.2
2.09E+00,0.04,0.12
2.09E+00,0.12,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.12,0.2
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.04,0.2
2.09E+00,0.12,0.12
2.09E+00,0.04,0.2
2.09E+00,0.12,0.2
2.09E+00,0.04,0.12
2.09E+00,0.12,0.2
2.09E+00,0.04,0.12
2.09E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.2
2.10E+00,0.12,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.04,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.2
2.10E+00,0.04,0.2
2.10E+00,0.12,0.12
2.10E+00,0.04,0.2
2.10E+00,0.12,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.12
2.10E+00,0.04,0.2
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.04,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.2
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.10E+00,0.04,0.2
2.10E+00,0.12,0.12
2.10E+00,0.04,0.2
2.10E+00,0.12,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.2
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.04,0.2
2.10E+00,0.04,0.2
2.10E+00,0.04,0.2
2.10E+00,0.12,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.2
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.2
2.10E+00,0.04,0.12
2.10E+00,0.04,0.2
2.10E+00,0.12,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.2
2.10E+00,0.04,0.2
2.10E+00,0.04,0.2
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.12
2.10E+00,0.04,0.2
2.10E+00,0.04,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.2
2.10E+00,0.04,0.12
2.10E+00,0.04,0.2
2.10E+00,0.04,0.2
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.2
2.10E+00,0.04,0.2
2.10E+00,0.04,0.2
2.10E+00,0.04,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.2
2.10E+00,0.04,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.2
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.04,0.12
2.10E+00,0.12,0.2
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.10E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.12,0.2
2.11E+00,0.12,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.2
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.2
2.11E+00,0.12,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.12,0.2
2.11E+00,0.12,0.2
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.2
2.11E+00,0.04,0.2
2.11E+00,0.12,0.2
2.11E+00,0.04,0.2
2.11E+00,0.12,0.2
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.2
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.12,0.2
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.12,0.2
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.12,0.2
2.11E+00,0.12,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.12,0.2
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.12,0.2
2.11E+00,0.12,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.12,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.04,0.2
2.11E+00,0.04,0.12
2.11E+00,0.04,0.12
2.11E+00,0.12,0.2
2.11E+00,0.04,0.2
2.11E+00,0.12,0.12
2.11E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.12
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.12,0.2
2.12E+00,0.12,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.12
2.12E+00,0.12,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.12,0.2
2.12E+00,0.12,0.12
2.12E+00,0.12,0.2
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.12,0.12
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.12,0.2
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.12,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.04,0.12
2.12E+00,0.12,0.12
2.12E+00,0.04,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.04,0.12
2.12E+00,0.04,0.12
2.12E+00,0.04,0.12
2.12E+00,0.04,0.12
2.12E+00,0.04,0.2
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.04,0.2
2.12E+00,0.12,0.2
2.12E+00,0.12,0.2
2.12E+00,0.12,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.12
2.12E+00,0.12,0.12
2.12E+00,0.04,0.12
2.12E+00,0.12,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.12
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.04,0.2
2.12E+00,0.12,0.2
2.12E+00,0.04,0.12
2.12E+00,0.12,0.12
2.12E+00,0.04,0.2
2.12E+00,0.12,0.12
2.12E+00,0.04,0.12
2.12E+00,0.12,0.2
2.12E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.12
2.13E+00,0.12,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.2
2.13E+00,0.12,0.2
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.12
2.13E+00,0.12,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.2
2.13E+00,0.12,0.12
2.13E+00,0.12,0.12
2.13E+00,0.12,0.2
2.13E+00,0.04,0.2
2.13E+00,0.12,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.12,0.12
2.13E+00,0.12,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.12
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.12,0.12
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.04,0.2
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.2
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.2
2.13E+00,0.12,0.2
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.12
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.2
2.13E+00,0.04,0.2
2.13E+00,0.04,0.2
2.13E+00,0.12,0.12
2.13E+00,0.12,0.2
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.12,0.2
2.13E+00,0.12,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.12
2.13E+00,0.04,0.2
2.13E+00,0.04,0.12
2.13E+00,0.12,0.12
2.13E+00,0.12,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.12,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.04,0.2
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.12,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.12,0.12
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.12,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.2
2.14E+00,0.12,0.12
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.2
2.14E+00,0.12,0.12
2.14E+00,0.04,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.12,0.2
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.12,0.12
2.14E+00,0.04,0.2
2.14E+00,0.12,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.04,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.2
2.14E+00,0.12,0.2
2.14E+00,0.04,0.2
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.14E+00,0.04,0.12
2.14E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.12,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.12,0.2
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.12,0.2
2.15E+00,0.04,0.2
2.15E+00,0.12,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.12,0.2
2.15E+00,0.04,0.12
2.15E+00,0.12,0.2
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.12,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,-0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.12,0.2
2.15E+00,0.04,0.12
2.15E+00,0.12,0.2
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.12,0.2
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.12,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.04,0.2
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.12,0.2
2.15E+00,0.12,0.2
2.15E+00,0.12,0.12
2.15E+00,0.04,0.2
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.12,0.12
2.15E+00,0.04,0.12
2.15E+00,0.12,0.2
2.15E+00,0.04,0.2
2.15E+00,0.12,0.2
2.15E+00,0.04,0.12
2.16E+00,0.12,0.2
2.16E+00,0.12,0.2
2.16E+00,0.12,0.2
2.16E+00,0.12,0.12
2.16E+00,0.12,0.2
2.16E+00,0.04,0.2
2.16E+00,0.12,0.2
2.16E+00,0.04,0.12
2.16E+00,0.04,0.2
2.16E+00,0.04,0.2
2.16E+00,0.04,0.2
2.16E+00,0.12,0.2
2.16E+00,0.12,0.12
2.16E+00,0.04,0.12
2.16E+00,0.12,0.12
2.16E+00,0.12,0.12
2.16E+00,0.04,0.2
2.16E+00,0.12,0.2
2.16E+00,0.04,0.12
2.16E+00,0.04,0.12
2.16E+00,0.04,0.2
2.16E+00,0.12,0.2
2.16E+00,0.04,0.2
2.16E+00,0.04,0.12
2.16E+00,0.04,0.12
2.16E+00,0.04,0.2
2.16E+00,0.04,0.12
2.16E+00,0.04,0.12
2.16E+00,0.04,0.12
2.16E+00,0.04,0.12
2.16E+00,0.04,0.12
2.16E+00,0.04,0.12
2.16E+00,0.12,0.12
2.16E+00,0.04,0.2
2.16E+00,0.12,0.2
2.16E+00,0.12,0.2
2.16E+00,0.12,0.12
2.16E+00,0.04,0.12
2.16E+00,0.12,0.12
2.16E+00,0.12,0.2
2.16E+00,0.12,0.12
2.16E+00,0.04,0.12
2.16E+00,0.12,0.2
2.16E+00,0.12,0.12
