TIME,CH2,CH2 Peak Detect
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.12
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.08,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.12
-9.98E+00,-0.08,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-1.79E-09,-0.08
-9.98E+00,-0.08,0.04
-9.98E+00,-0.08,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.08,-0.12
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.12
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.08,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.08,-0.08
-9.98E+00,-0.04,0.04
-9.98E+00,-0.04,-0.08
-9.98E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.12
-9.97E+00,-0.08,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.12
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.12
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.08,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.97E+00,-0.04,0.04
-9.97E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.12
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.12
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.08,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.08,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.96E+00,-0.04,0.04
-9.96E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-1.79E-09,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.08,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.12
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.08,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.08,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.08,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.08
-9.95E+00,-0.04,0.04
-9.95E+00,-0.04,-0.12
-9.95E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.08,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.08,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.08,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.08,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.08,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.08,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.12
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.08,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.04,-0.08
-9.94E+00,-0.04,0.04
-9.94E+00,-0.08,-0.08
-9.94E+00,-0.04,0.04
-9.93E+00,-0.04,-0.12
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.08,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.12
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.12
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.08,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.08,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.08,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.93E+00,-0.04,0.04
-9.93E+00,-0.04,-0.08
-9.92E+00,-0.08,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-1.79E-09,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.08,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-1.79E-09,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.08,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.92E+00,-0.04,0.04
-9.92E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.12
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.08,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-1.79E-09,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.08,0.04
-9.91E+00,-0.04,-0.12
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.08,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.12
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.04,-0.08
-9.91E+00,-0.04,0.04
-9.91E+00,-0.08,-0.08
-9.91E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.08,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.08,-0.12
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.12
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.08,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.08,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.08,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.08,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.08,-0.08
-9.90E+00,-0.04,0.04
-9.90E+00,-0.04,-0.08
-9.90E+00,-0.04,0.04
-9.89E+00,-0.08,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.12
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.12
-9.89E+00,-0.08,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.12
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.08,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.08,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.08,-0.12
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.12
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.12
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.12
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.08
-9.89E+00,-0.04,0.04
-9.89E+00,-0.04,-0.12
-9.89E+00,-0.08,0.04
-9.89E+00,-0.04,-0.08
-9.88E+00,-0.08,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.08,-0.08
-9.88E+00,-0.08,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.12
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.08,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.08,0.04
-9.88E+00,-0.08,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.12
-9.88E+00,-0.08,0.04
-9.88E+00,-0.04,-0.12
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.08,-0.12
-9.88E+00,-0.04,0.04
-9.88E+00,-0.08,-0.12
-9.88E+00,-0.04,0.04
-9.88E+00,-0.08,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.08,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.08,0.04
-9.88E+00,-0.04,-0.08
-9.88E+00,-0.04,0.04
-9.88E+00,-0.04,-0.08
-9.87E+00,-0.04,0.04
-9.87E+00,-0.04,-0.08
-9.87E+00,-0.04,0.04
-9.87E+00,-0.04,-0.08
-9.87E+00,-0.04,0.04
-9.87E+00,-0.08,-0.08
-9.87E+00,-0.04,0.04
-9.87E+00,-0.04,-0.08
-9.87E+00,-0.04,0.04
-9.87E+00,-0.04,-0.12
-9.87E+00,-0.04,0.04
-9.87E+00,-0.04,-0.08
-9.87E+00,-0.04,0.04
-9.87E+00,-0.04,-0.08
