Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m)
6.110000133514404,-0.20274551212787628,-9.068779945373535,-4.682674884796143,-0.16714458167552948,0.003999999724328518
6.119999885559082,0.022199710831046104,-8.769474983215332,-5.056550025939941,-0.12529204785823822,0.000599999912083149
6.130000114440918,0.058297399431467056,-8.533407211303711,-4.831241130828857,-0.07794798165559769,-0.002599999774247408
6.139999866485596,-0.24118448793888092,-8.232695579528809,-4.673340797424316,-0.045593056827783585,-0.006000000052154064
6.150000095367432,-0.19466765224933624,-8.244620323181152,-4.700748920440674,-0.0005806357366964221,-0.009399999864399433
6.159999847412109,0.12689627707004547,-7.846595764160156,-4.686032772064209,0.03962445631623268,-0.012600000016391277
6.170000076293945,-0.1867407113313675,-7.749590873718262,-4.464877128601074,0.07358182221651077,-0.015800001099705696
6.179999828338623,-0.22836236655712128,-7.569267272949219,-5.142463684082031,0.11146427690982819,-0.01899999938905239
6.190000057220459,-0.1665838062763214,-7.235188961029053,-5.1134138107299805,0.15880833566188812,-0.02199999988079071
6.199999809265137,-0.25664055347442627,-7.062148094177246,-4.819402694702148,0.187229186296463,-0.024799998849630356
6.210000038146973,0.3687974214553833,-6.987907409667969,-4.301629543304443,0.21952109038829803,-0.0276000015437603
6.21999979019165,0.039018481969833374,-6.684869289398193,-4.875308990478516,0.25352346897125244,-0.03020000085234642
6.230000019073486,0.05551028624176979,-6.551354885101318,-4.906137466430664,0.28194430470466614,-0.032600000500679016
6.239999771118164,-0.028444061055779457,-6.487619400024414,-5.287581443786621,0.304747611284256,-0.03460000082850456
6.25,-0.10239539295434952,-6.3344268798828125,-4.5194993019104,0.33877700567245483,-0.03660000115633011
6.260000228881836,0.18502572178840637,-6.222647666931152,-4.511189937591553,0.36719784140586853,-0.038200002163648605
6.269999980926514,-0.12381211668252945,-6.151556015014648,-4.978010177612305,0.39943569898605347,-0.03959999978542328
6.28000020980835,-0.003099307883530855,-5.978932857513428,-4.840628623962402,0.40326178073883057,-0.04079999774694443
6.289999961853027,-0.09504462033510208,-5.958804130554199,-4.742166042327881,0.4127233922481537,-0.041999999433755875
6.300000190734863,-0.021701470017433167,-5.931634426116943,-4.812572956085205,0.42785656452178955,-0.04280000180006027
6.309999942779541,0.021214274689555168,-5.822027206420898,-5.027599334716797,0.44111722707748413,-0.04340000078082085
6.320000171661377,-0.06877616792917252,-5.883639335632324,-4.6477813720703125,0.44680678844451904,-0.043800000101327896
6.329999923706055,-0.05412033945322037,-5.9264631271362305,-4.761107921600342,0.45058783888816833,-0.04399999976158142
