Time (s),Bz (µT),Voltage (mV)
7.179999828338623,-35.53049087524414,-0.002616430865600705
7.190000057220459,-36.22408676147461,-0.002616430865600705
7.199999809265137,-37.25795364379883,-0.0026762920897454023
7.210000038146973,-38.170230865478516,-0.0027908599004149437
7.21999979019165,-37.59330749511719,-0.0027908599004149437
7.230000019073486,-37.61669921875,-0.002730749314650893
7.239999771118164,-37.59912872314453,-0.002616430865600705
7.25,-37.691650390625,-0.002616430865600705
7.260000228881836,-39.59914016723633,-0.002616430865600705
7.269999980926514,-39.75155258178711,-0.002616430865600705
7.28000020980835,-40.23725891113281,-0.0025559046771377325
7.289999961853027,-40.920413970947266,-0.0024420025292783976
7.300000190734863,-41.50094985961914,-0.002320617437362671
7.309999942779541,-42.08148956298828,-0.0020931449253112078
7.320000171661377,-42.731910705566406,-0.0019714273512363434
7.329999923706055,-43.58555221557617,-0.0017442874377593398
7.340000152587891,-44.505157470703125,-0.0017442874377593398
7.349999904632568,-45.24298095703125,-0.0017442874377593398
7.360000133514404,-45.74058532714844,-0.0017442874377593398
7.369999885559082,-47.12657165527344,-0.0015604638028889894
7.380000114440918,-48.82637405395508,-0.0010982858948409557
7.389999866485596,-50.24880599975586,-0.000749262108001858
7.400000095367432,-50.58053970336914,-0.00046176224714145064
7.409999847412109,-52.49967575073242,-0.0002256432780995965
7.420000076293945,-53.80573654174805,0.00012338047963567078
7.429999828338623,-55.49474334716797,0.0005341776413843036
7.440000057220459,-57.93869400024414,0.0009958568261936307
7.449999809265137,-59.182708740234375,0.0014068202581256628
7.460000038146973,-61.37499237060547,0.0018683330854400992
7.46999979019165,-64.05137634277344,0.002217356814071536
7.480000019073486,-66.64317321777344,0.0025663806591182947
7.489999771118164,-68.71060180664062,0.0029154042713344097
7.5,-71.77916717529297,0.003326783422380686
7.510000228881836,-74.38211059570312,0.00385031895712018
7.519999980926514,-77.22355651855469,0.004373854957520962
7.53000020980835,-80.61528015136719,0.004897390492260456
7.539999961853027,-84.6790542602539,0.00542092602699995
7.550000190734863,-88.41310119628906,0.006007232703268528
7.559999942779541,-91.90477752685547,0.006705280393362045
7.570000171661377,-95.5315933227539,0.00740332854911685
7.579999923706055,-99.21372985839844,0.00810137577354908
7.590000152587891,-101.95055389404297,0.00898873433470726
7.599999904632568,-105.9794921875,0.010273504070937634
7.610000133514404,-111.36052703857422,0.011606329120695591
7.619999885559082,-117.32074737548828,0.012764559127390385
7.630000114440918,-123.11715698242188,0.013875067234039307
7.639999866485596,-128.83961486816406,0.015223688445985317
7.650000095367432,-135.39703369140625,0.016730694100260735
7.659999847412109,-143.0122833251953,0.018190473318099976
7.670000076293945,-151.2559051513672,0.01976107992231846
7.679999828338623,-159.3629608154297,0.021395539864897728
7.690000057220459,-166.82704162597656,0.023204592987895012
7.699999809265137,-175.99630737304688,0.025252260267734528
7.710000038146973,-185.7404327392578,0.02764911763370037
7.71999979019165,-195.60055541992188,0.030202610418200493
7.730000019073486,-205.71852111816406,0.03258151188492775
7.739999771118164,-217.4969482421875,0.034850165247917175
7.75,-229.923828125,0.0371188186109066
7.760000228881836,-242.7847137451172,0.039645541459321976
