Time (s),ωy (rad/s),Voltage (mV)
69.55999755859375,-3.6873724460601807,0.011550718918442726
69.56999969482422,-3.5527830123901367,0.011880972422659397
69.58000183105469,-3.4242923259735107,0.009942438453435898
69.58999633789062,-3.2979800701141357,0.009707748889923096
69.5999984741211,-3.1694729328155518,0.006920759566128254
69.61000061035156,-3.0408847332000732,0.00813511572778225
69.62000274658203,-2.9095380306243896,0.005193053744733334
69.62999725341797,-2.774214506149292,0.004669536836445332
69.63999938964844,-2.646557331085205,0.004307101480662823
69.6500015258789,-2.5223543643951416,0.0055131386034190655
69.66000366210938,-2.391547203063965,0.002534965518862009
69.66999816894531,-2.253096580505371,0.0015698587521910667
69.68000030517578,-2.1158430576324463,0.0014050788013264537
69.69000244140625,-1.9816747903823853,-0.000316155725158751
69.69999694824219,-1.8369505405426025,0.0018015444511547685
69.70999908447266,-1.701888918876648,-0.0014023054391145706
69.72000122070312,-1.5700030326843262,0.0002284502115799114
69.7300033569336,-1.442552924156189,-0.0030126660130918026
69.73999786376953,-1.3000121116638184,-0.0015698587521910667
69.75,-1.1595972776412964,-0.0017411097651347518
69.76000213623047,-1.031327247619629,-0.0037060475442558527
69.7699966430664,-0.9020991921424866,-0.004229564685374498
69.77999877929688,-0.7734003663063049,-0.004753082524985075
69.79000091552734,-0.6415215134620667,-0.005189124960452318
69.80000305175781,-0.5017567276954651,-0.004753544460982084
69.80999755859375,-0.35860109329223633,-0.005365460179746151
69.81999969482422,-0.21676447987556458,-0.006624998990446329
69.83000183105469,-0.07448902726173401,-0.004977545700967312
69.83999633789062,0.06246614456176758,-0.007849293760955334
69.8499984741211,0.19070348143577576,-0.007668798789381981
69.86000061035156,0.3272291123867035,-0.005937568377703428
69.87000274658203,0.4603690207004547,-0.007803707849234343
69.87999725341797,0.5988001823425293,-0.007417641580104828
69.88999938964844,0.7356913685798645,-0.008142338134348392
69.9000015258789,0.8687244653701782,-0.005987545475363731
69.91000366210938,1.001517415046692,-0.008465600199997425
69.91999816894531,1.1395717859268188,-0.009372411295771599
69.93000030517578,1.2769992351531982,-0.009083757176995277
69.94000244140625,1.4118010997772217,-0.011036214418709278
69.94999694824219,1.5454771518707275,-0.011369992047548294
69.95999908447266,1.6801458597183228,-0.010085436515510082
